time (s),out (V),in (V)
89.20E-12,3.776,4.460
89.30E-12,3.770,4.465
89.40E-12,3.763,4.470
89.50E-12,3.757,4.475
89.60E-12,3.750,4.480
89.70E-12,3.744,4.485
89.80E-12,3.737,4.490
89.90E-12,3.731,4.495
90.00E-12,3.724,4.500
90.10E-12,3.717,4.505
90.20E-12,3.711,4.510
90.30E-12,3.704,4.515
90.40E-12,3.698,4.520
90.50E-12,3.691,4.525
90.60E-12,3.684,4.530
90.70E-12,3.678,4.535
90.80E-12,3.671,4.540
90.90E-12,3.664,4.545
91.00E-12,3.657,4.550
91.10E-12,3.651,4.555
91.20E-12,3.644,4.560
91.30E-12,3.637,4.565
91.40E-12,3.630,4.570
91.50E-12,3.624,4.575
91.60E-12,3.617,4.580
91.70E-12,3.610,4.585
91.80E-12,3.603,4.590
91.90E-12,3.596,4.595
92.00E-12,3.589,4.600
92.10E-12,3.583,4.605
92.20E-12,3.576,4.610
92.30E-12,3.569,4.615
92.40E-12,3.562,4.620
92.50E-12,3.555,4.625
92.60E-12,3.548,4.630
92.70E-12,3.541,4.635
92.80E-12,3.534,4.640
92.90E-12,3.527,4.645
93.00E-12,3.520,4.650
93.10E-12,3.513,4.655
93.20E-12,3.506,4.660
93.30E-12,3.499,4.665
93.40E-12,3.492,4.670
93.50E-12,3.485,4.675
93.60E-12,3.478,4.680
93.70E-12,3.471,4.685
93.80E-12,3.463,4.690
93.90E-12,3.456,4.695
94.00E-12,3.449,4.700
94.10E-12,3.442,4.705
94.20E-12,3.435,4.710
94.30E-12,3.428,4.715
94.40E-12,3.420,4.720
94.50E-12,3.413,4.725
94.60E-12,3.406,4.730
94.70E-12,3.399,4.735
94.80E-12,3.391,4.740
94.90E-12,3.384,4.745
95.00E-12,3.377,4.750
95.10E-12,3.369,4.755
95.20E-12,3.362,4.760
95.30E-12,3.355,4.765
95.40E-12,3.347,4.770
95.50E-12,3.340,4.775
95.60E-12,3.333,4.780
95.70E-12,3.325,4.785
95.80E-12,3.318,4.790
95.90E-12,3.310,4.795
96.00E-12,3.303,4.800
96.10E-12,3.296,4.805
96.20E-12,3.288,4.810
96.30E-12,3.281,4.815
96.40E-12,3.273,4.820
96.50E-12,3.266,4.825
96.60E-12,3.258,4.830
96.70E-12,3.251,4.835
96.80E-12,3.243,4.840
96.90E-12,3.235,4.845
97.00E-12,3.228,4.850
97.10E-12,3.220,4.855
97.20E-12,3.213,4.860
97.30E-12,3.205,4.865
97.40E-12,3.197,4.870
97.50E-12,3.190,4.875
97.60E-12,3.182,4.880
97.70E-12,3.174,4.885
97.80E-12,3.167,4.890
97.90E-12,3.159,4.895
98.00E-12,3.151,4.900
98.10E-12,3.143,4.905
98.20E-12,3.136,4.910
98.30E-12,3.128,4.915
98.40E-12,3.120,4.920
98.50E-12,3.112,4.925
98.60E-12,3.105,4.930
98.70E-12,3.097,4.935
98.80E-12,3.089,4.940
98.90E-12,3.081,4.945
99.00E-12,3.073,4.950
99.10E-12,3.065,4.955
99.20E-12,3.057,4.960
99.30E-12,3.050,4.965
99.40E-12,3.042,4.970
99.50E-12,3.034,4.975
99.60E-12,3.026,4.980
99.70E-12,3.018,4.985
99.80E-12,3.010,4.990
99.90E-12,3.002,4.995
100.0E-12,2.994,5.000
100.1E-12,2.985,5.000
100.2E-12,2.976,5.000
100.3E-12,2.967,5.000
100.4E-12,2.958,5.000
100.5E-12,2.949,5.000
100.6E-12,2.940,5.000
100.7E-12,2.931,5.000
100.8E-12,2.922,5.000
100.9E-12,2.913,5.000
101.0E-12,2.904,5.000
101.1E-12,2.895,5.000
101.2E-12,2.886,5.000
101.3E-12,2.877,5.000
101.4E-12,2.868,5.000
101.5E-12,2.859,5.000
101.6E-12,2.850,5.000
101.7E-12,2.841,5.000
101.8E-12,2.832,5.000
101.9E-12,2.823,5.000
102.0E-12,2.814,5.000
102.1E-12,2.805,5.000
102.2E-12,2.796,5.000
102.3E-12,2.787,5.000
102.4E-12,2.779,5.000
102.5E-12,2.770,5.000
102.6E-12,2.761,5.000
102.7E-12,2.752,5.000
102.8E-12,2.743,5.000
102.9E-12,2.734,5.000
103.0E-12,2.725,5.000
103.1E-12,2.716,5.000
103.2E-12,2.707,5.000
103.3E-12,2.698,5.000
103.4E-12,2.689,5.000
103.5E-12,2.680,5.000
103.6E-12,2.671,5.000
103.7E-12,2.662,5.000
103.8E-12,2.653,5.000
103.9E-12,2.644,5.000
104.0E-12,2.635,5.000
104.1E-12,2.626,5.000
104.2E-12,2.617,5.000
104.3E-12,2.609,5.000
104.4E-12,2.600,5.000
104.5E-12,2.591,5.000
104.6E-12,2.582,5.000
104.7E-12,2.573,5.000
104.8E-12,2.564,5.000
104.9E-12,2.555,5.000
105.0E-12,2.546,5.000
105.1E-12,2.537,5.000
105.2E-12,2.528,5.000
105.3E-12,2.520,5.000
105.4E-12,2.511,5.000
105.5E-12,2.502,5.000
105.6E-12,2.493,5.000
105.7E-12,2.484,5.000
105.8E-12,2.475,5.000
105.9E-12,2.466,5.000
106.0E-12,2.458,5.000
106.1E-12,2.449,5.000
106.2E-12,2.440,5.000
106.3E-12,2.431,5.000
106.4E-12,2.422,5.000
106.5E-12,2.414,5.000
106.6E-12,2.405,5.000
106.7E-12,2.396,5.000
106.8E-12,2.387,5.000
106.9E-12,2.378,5.000
107.0E-12,2.370,5.000
107.1E-12,2.361,5.000
107.2E-12,2.352,5.000
107.3E-12,2.344,5.000
107.4E-12,2.335,5.000
107.5E-12,2.326,5.000
107.6E-12,2.317,5.000
107.7E-12,2.309,5.000
107.8E-12,2.300,5.000
107.9E-12,2.291,5.000
108.0E-12,2.283,5.000
108.1E-12,2.274,5.000
108.2E-12,2.266,5.000
108.3E-12,2.257,5.000
108.4E-12,2.248,5.000
108.5E-12,2.240,5.000
108.6E-12,2.231,5.000
108.7E-12,2.223,5.000
108.8E-12,2.214,5.000
108.9E-12,2.206,5.000
109.0E-12,2.197,5.000
109.1E-12,2.189,5.000
109.2E-12,2.180,5.000
109.3E-12,2.172,5.000
109.4E-12,2.164,5.000
109.5E-12,2.155,5.000
109.6E-12,2.147,5.000
109.7E-12,2.138,5.000
109.8E-12,2.130,5.000
109.9E-12,2.122,5.000
110.0E-12,2.114,5.000
110.1E-12,2.105,5.000
110.2E-12,2.097,5.000
110.3E-12,2.089,5.000
110.4E-12,2.081,5.000
110.5E-12,2.072,5.000
110.6E-12,2.064,5.000
110.7E-12,2.056,5.000
110.8E-12,2.048,5.000
110.9E-12,2.040,5.000
111.0E-12,2.032,5.000
111.1E-12,2.024,5.000
111.2E-12,2.016,5.000
111.3E-12,2.008,5.000
111.4E-12,2.000,5.000
111.5E-12,1.992,5.000
111.6E-12,1.984,5.000
111.7E-12,1.976,5.000
111.8E-12,1.968,5.000
111.9E-12,1.961,5.000
112.0E-12,1.953,5.000
112.1E-12,1.945,5.000
112.2E-12,1.937,5.000
112.3E-12,1.929,5.000
112.4E-12,1.922,5.000
112.5E-12,1.914,5.000
112.6E-12,1.906,5.000
112.7E-12,1.899,5.000
112.8E-12,1.891,5.000
112.9E-12,1.883,5.000
113.0E-12,1.876,5.000
113.1E-12,1.868,5.000
113.2E-12,1.861,5.000
113.3E-12,1.853,5.000
113.4E-12,1.846,5.000
113.5E-12,1.838,5.000
113.6E-12,1.831,5.000
113.7E-12,1.824,5.000
113.8E-12,1.816,5.000
113.9E-12,1.809,5.000
114.0E-12,1.802,5.000
114.1E-12,1.794,5.000
114.2E-12,1.787,5.000
114.3E-12,1.780,5.000
114.4E-12,1.773,5.000
114.5E-12,1.765,5.000
114.6E-12,1.758,5.000
114.7E-12,1.751,5.000
114.8E-12,1.744,5.000
114.9E-12,1.737,5.000
115.0E-12,1.730,5.000
115.1E-12,1.723,5.000
115.2E-12,1.716,5.000
115.3E-12,1.709,5.000
115.4E-12,1.702,5.000
115.5E-12,1.695,5.000
115.6E-12,1.688,5.000
115.7E-12,1.681,5.000
115.8E-12,1.674,5.000
115.9E-12,1.667,5.000
116.0E-12,1.660,5.000
116.1E-12,1.654,5.000
116.2E-12,1.647,5.000
116.3E-12,1.640,5.000
116.4E-12,1.633,5.000
116.5E-12,1.627,5.000
116.6E-12,1.620,5.000
116.7E-12,1.613,5.000
116.8E-12,1.607,5.000
116.9E-12,1.600,5.000
117.0E-12,1.593,5.000
117.1E-12,1.587,5.000
117.2E-12,1.580,5.000
117.3E-12,1.574,5.000
117.4E-12,1.567,5.000
117.5E-12,1.561,5.000
117.6E-12,1.554,5.000
117.7E-12,1.548,5.000
117.8E-12,1.541,5.000
117.9E-12,1.535,5.000
118.0E-12,1.529,5.000
118.1E-12,1.522,5.000
118.2E-12,1.516,5.000
118.3E-12,1.510,5.000
118.4E-12,1.503,5.000
118.5E-12,1.497,5.000
118.6E-12,1.491,5.000
118.7E-12,1.485,5.000
118.8E-12,1.478,5.000
118.9E-12,1.472,5.000
119.0E-12,1.466,5.000
119.1E-12,1.460,5.000
119.2E-12,1.454,5.000
119.3E-12,1.448,5.000
119.4E-12,1.442,5.000
119.5E-12,1.436,5.000
119.6E-12,1.430,5.000
119.7E-12,1.424,5.000
119.8E-12,1.418,5.000
119.9E-12,1.412,5.000
120.0E-12,1.406,5.000
120.1E-12,1.400,5.000
120.2E-12,1.394,5.000
120.3E-12,1.388,5.000
120.4E-12,1.382,5.000
120.5E-12,1.376,5.000
120.6E-12,1.371,5.000
120.7E-12,1.365,5.000
120.8E-12,1.359,5.000
120.9E-12,1.353,5.000
121.0E-12,1.348,5.000
121.1E-12,1.342,5.000
121.2E-12,1.336,5.000
121.3E-12,1.331,5.000
121.4E-12,1.325,5.000
121.5E-12,1.319,5.000
121.6E-12,1.314,5.000
121.7E-12,1.308,5.000
121.8E-12,1.303,5.000
121.9E-12,1.297,5.000
122.0E-12,1.291,5.000
122.1E-12,1.286,5.000
122.2E-12,1.281,5.000
122.3E-12,1.275,5.000
122.4E-12,1.270,5.000
122.5E-12,1.264,5.000
122.6E-12,1.259,5.000
122.7E-12,1.253,5.000
122.8E-12,1.248,5.000
122.9E-12,1.243,5.000
123.0E-12,1.237,5.000
123.1E-12,1.232,5.000
123.2E-12,1.227,5.000
123.3E-12,1.222,5.000
123.4E-12,1.216,5.000
123.5E-12,1.211,5.000
123.6E-12,1.206,5.000
123.7E-12,1.201,5.000
123.8E-12,1.196,5.000
123.9E-12,1.190,5.000
124.0E-12,1.185,5.000
124.1E-12,1.180,5.000
124.2E-12,1.175,5.000
124.3E-12,1.170,5.000
124.4E-12,1.165,5.000
124.5E-12,1.160,5.000
124.6E-12,1.155,5.000
124.7E-12,1.150,5.000
124.8E-12,1.145,5.000
124.9E-12,1.140,5.000
125.0E-12,1.135,5.000
125.1E-12,1.130,5.000
125.2E-12,1.125,5.000
125.3E-12,1.120,5.000
125.4E-12,1.116,5.000
125.5E-12,1.111,5.000
125.6E-12,1.106,5.000
125.7E-12,1.101,5.000
125.8E-12,1.096,5.000
125.9E-12,1.092,5.000
126.0E-12,1.087,5.000
126.1E-12,1.082,5.000
126.2E-12,1.077,5.000
126.3E-12,1.073,5.000
126.4E-12,1.068,5.000
126.5E-12,1.063,5.000
126.6E-12,1.059,5.000
126.7E-12,1.054,5.000
126.8E-12,1.049,5.000
126.9E-12,1.045,5.000
127.0E-12,1.040,5.000
127.1E-12,1.036,5.000
127.2E-12,1.031,5.000
127.3E-12,1.027,5.000
127.4E-12,1.022,5.000
127.5E-12,1.018,5.000
127.6E-12,1.013,5.000
127.7E-12,1.009,5.000
127.8E-12,1.004,5.000
127.9E-12,1.000,5.000
128.0E-12,995.6E-3,5.000
128.1E-12,991.2E-3,5.000
128.2E-12,986.8E-3,5.000
128.3E-12,982.5E-3,5.000
128.4E-12,978.2E-3,5.000
128.5E-12,973.9E-3,5.000
128.6E-12,969.6E-3,5.000
128.7E-12,965.3E-3,5.000
128.8E-12,961.0E-3,5.000
128.9E-12,956.8E-3,5.000
129.0E-12,952.6E-3,5.000
129.1E-12,948.4E-3,5.000
129.2E-12,944.2E-3,5.000
129.3E-12,940.0E-3,5.000
129.4E-12,935.9E-3,5.000
129.5E-12,931.7E-3,5.000
129.6E-12,927.6E-3,5.000
129.7E-12,923.5E-3,5.000
129.8E-12,919.4E-3,5.000
129.9E-12,915.3E-3,5.000
130.0E-12,911.3E-3,5.000
130.1E-12,907.2E-3,5.000
130.2E-12,903.2E-3,5.000
130.3E-12,899.2E-3,5.000
130.4E-12,895.2E-3,5.000
130.5E-12,891.2E-3,5.000
130.6E-12,887.3E-3,5.000
130.7E-12,883.3E-3,5.000
130.8E-12,879.4E-3,5.000
130.9E-12,875.5E-3,5.000
131.0E-12,871.6E-3,5.000
131.1E-12,867.7E-3,5.000
131.2E-12,863.9E-3,5.000
131.3E-12,860.0E-3,5.000
131.4E-12,856.2E-3,5.000
131.5E-12,852.4E-3,5.000
131.6E-12,848.6E-3,5.000
131.7E-12,844.8E-3,5.000
131.8E-12,841.0E-3,5.000
131.9E-12,837.3E-3,5.000
132.0E-12,833.5E-3,5.000
132.1E-12,829.8E-3,5.000
132.2E-12,826.1E-3,5.000
132.3E-12,822.4E-3,5.000
132.4E-12,818.7E-3,5.000
132.5E-12,815.1E-3,5.000
132.6E-12,811.4E-3,5.000
132.7E-12,807.8E-3,5.000
132.8E-12,804.2E-3,5.000
132.9E-12,800.6E-3,5.000
133.0E-12,797.0E-3,5.000
133.1E-12,793.4E-3,5.000
133.2E-12,789.9E-3,5.000
133.3E-12,786.3E-3,5.000
133.4E-12,782.8E-3,5.000
133.5E-12,779.3E-3,5.000
133.6E-12,775.8E-3,5.000
133.7E-12,772.3E-3,5.000
133.8E-12,768.8E-3,5.000
133.9E-12,765.4E-3,5.000
134.0E-12,761.9E-3,5.000
134.1E-12,758.5E-3,5.000
134.2E-12,755.1E-3,5.000
134.3E-12,751.7E-3,5.000
134.4E-12,748.3E-3,5.000
134.5E-12,744.9E-3,5.000
134.6E-12,741.6E-3,5.000
134.7E-12,738.2E-3,5.000
134.8E-12,734.9E-3,5.000
134.9E-12,731.6E-3,5.000
135.0E-12,728.3E-3,5.000
135.1E-12,725.0E-3,5.000
135.2E-12,721.8E-3,5.000
135.3E-12,718.5E-3,5.000
135.4E-12,715.3E-3,5.000
135.5E-12,712.0E-3,5.000
135.6E-12,708.8E-3,5.000
135.7E-12,705.6E-3,5.000
135.8E-12,702.4E-3,5.000
135.9E-12,699.2E-3,5.000
136.0E-12,696.1E-3,5.000
136.1E-12,692.9E-3,5.000
136.2E-12,689.8E-3,5.000
136.3E-12,686.7E-3,5.000
136.4E-12,683.6E-3,5.000
136.5E-12,680.5E-3,5.000
136.6E-12,677.4E-3,5.000
136.7E-12,674.3E-3,5.000
136.8E-12,671.3E-3,5.000
136.9E-12,668.2E-3,5.000
137.0E-12,665.2E-3,5.000
137.1E-12,662.2E-3,5.000
137.2E-12,659.2E-3,5.000
137.3E-12,656.2E-3,5.000
137.4E-12,653.2E-3,5.000
137.5E-12,650.2E-3,5.000
137.6E-12,647.3E-3,5.000
137.7E-12,644.3E-3,5.000
137.8E-12,641.4E-3,5.000
137.9E-12,638.5E-3,5.000
138.0E-12,635.6E-3,5.000
138.1E-12,632.7E-3,5.000
138.2E-12,629.8E-3,5.000
138.3E-12,627.0E-3,5.000
138.4E-12,624.1E-3,5.000
138.5E-12,621.3E-3,5.000
138.6E-12,618.4E-3,5.000
138.7E-12,615.6E-3,5.000
138.8E-12,612.8E-3,5.000
138.9E-12,610.0E-3,5.000
139.0E-12,607.3E-3,5.000
139.1E-12,604.5E-3,5.000
139.2E-12,601.7E-3,5.000
139.3E-12,599.0E-3,5.000
139.4E-12,596.3E-3,5.000
139.5E-12,593.5E-3,5.000
139.6E-12,590.8E-3,5.000
139.7E-12,588.1E-3,5.000
139.8E-12,585.5E-3,5.000
139.9E-12,582.8E-3,5.000
140.0E-12,580.1E-3,5.000
140.1E-12,577.5E-3,5.000
140.2E-12,574.8E-3,5.000
140.3E-12,572.2E-3,5.000
140.4E-12,569.6E-3,5.000
140.5E-12,567.0E-3,5.000
140.6E-12,564.4E-3,5.000
140.7E-12,561.8E-3,5.000
140.8E-12,559.2E-3,5.000
140.9E-12,556.7E-3,5.000
141.0E-12,554.1E-3,5.000
141.1E-12,551.6E-3,5.000
141.2E-12,549.1E-3,5.000
141.3E-12,546.6E-3,5.000
141.4E-12,544.1E-3,5.000
141.5E-12,541.6E-3,5.000
141.6E-12,539.1E-3,5.000
141.7E-12,536.6E-3,5.000
141.8E-12,534.2E-3,5.000
141.9E-12,531.7E-3,5.000
142.0E-12,529.3E-3,5.000
142.1E-12,526.9E-3,5.000
142.2E-12,524.4E-3,5.000
142.3E-12,522.0E-3,5.000
142.4E-12,519.6E-3,5.000
142.5E-12,517.3E-3,5.000
142.6E-12,514.9E-3,5.000
142.7E-12,512.5E-3,5.000
142.8E-12,510.2E-3,5.000
142.9E-12,507.8E-3,5.000
143.0E-12,505.5E-3,5.000
143.1E-12,503.2E-3,5.000
143.2E-12,500.9E-3,5.000
143.3E-12,498.6E-3,5.000
143.4E-12,496.3E-3,5.000
143.5E-12,494.0E-3,5.000
143.6E-12,491.7E-3,5.000
143.7E-12,489.5E-3,5.000
143.8E-12,487.2E-3,5.000
143.9E-12,485.0E-3,5.000
144.0E-12,482.8E-3,5.000
144.1E-12,480.5E-3,5.000
144.2E-12,478.3E-3,5.000
144.3E-12,476.1E-3,5.000
144.4E-12,473.9E-3,5.000
144.5E-12,471.8E-3,5.000
144.6E-12,469.6E-3,5.000
144.7E-12,467.4E-3,5.000
144.8E-12,465.3E-3,5.000
144.9E-12,463.1E-3,5.000
145.0E-12,461.0E-3,5.000
145.1E-12,458.9E-3,5.000
145.2E-12,456.8E-3,5.000
145.3E-12,454.7E-3,5.000
145.4E-12,452.6E-3,5.000
145.5E-12,450.5E-3,5.000
145.6E-12,448.4E-3,5.000
145.7E-12,446.3E-3,5.000
145.8E-12,444.3E-3,5.000
145.9E-12,442.2E-3,5.000
146.0E-12,440.2E-3,5.000
146.1E-12,438.2E-3,5.000
146.2E-12,436.2E-3,5.000
146.3E-12,434.1E-3,5.000
146.4E-12,432.1E-3,5.000
146.5E-12,430.1E-3,5.000
146.6E-12,428.2E-3,5.000
146.7E-12,426.2E-3,5.000
146.8E-12,424.2E-3,5.000
146.9E-12,422.3E-3,5.000
147.0E-12,420.3E-3,5.000
147.1E-12,418.4E-3,5.000
147.2E-12,416.4E-3,5.000
147.3E-12,414.5E-3,5.000
147.4E-12,412.6E-3,5.000
147.5E-12,410.7E-3,5.000
147.6E-12,408.8E-3,5.000
147.7E-12,406.9E-3,5.000
147.8E-12,405.0E-3,5.000
147.9E-12,403.2E-3,5.000
148.0E-12,401.3E-3,5.000
148.1E-12,399.5E-3,5.000
148.2E-12,397.6E-3,5.000
148.3E-12,395.8E-3,5.000
148.4E-12,393.9E-3,5.000
148.5E-12,392.1E-3,5.000
148.6E-12,390.3E-3,5.000
148.7E-12,388.5E-3,5.000
148.8E-12,386.7E-3,5.000
148.9E-12,384.9E-3,5.000
149.0E-12,383.1E-3,5.000
149.1E-12,381.4E-3,5.000
149.2E-12,379.6E-3,5.000
149.3E-12,377.9E-3,5.000
149.4E-12,376.1E-3,5.000
149.5E-12,374.4E-3,5.000
149.6E-12,372.6E-3,5.000
149.7E-12,370.9E-3,5.000
149.8E-12,369.2E-3,5.000
149.9E-12,367.5E-3,5.000
150.0E-12,365.8E-3,5.000
150.1E-12,364.1E-3,5.000
150.2E-12,362.4E-3,5.000
150.3E-12,360.7E-3,5.000
150.4E-12,359.1E-3,5.000
150.5E-12,357.4E-3,5.000
150.6E-12,355.8E-3,5.000
150.7E-12,354.1E-3,5.000
150.8E-12,352.5E-3,5.000
150.9E-12,350.8E-3,5.000
151.0E-12,349.2E-3,5.000
151.1E-12,347.6E-3,5.000
151.2E-12,346.0E-3,5.000
151.3E-12,344.4E-3,5.000
151.4E-12,342.8E-3,5.000
151.5E-12,341.2E-3,5.000
151.6E-12,339.6E-3,5.000
151.7E-12,338.0E-3,5.000
151.8E-12,336.5E-3,5.000
151.9E-12,334.9E-3,5.000
152.0E-12,333.4E-3,5.000
152.1E-12,331.8E-3,5.000
152.2E-12,330.3E-3,5.000
152.3E-12,328.8E-3,5.000
152.4E-12,327.2E-3,5.000
152.5E-12,325.7E-3,5.000
152.6E-12,324.2E-3,5.000
152.7E-12,322.7E-3,5.000
152.8E-12,321.2E-3,5.000
152.9E-12,319.7E-3,5.000
153.0E-12,318.2E-3,5.000
153.1E-12,316.8E-3,5.000
153.2E-12,315.3E-3,5.000
153.3E-12,313.8E-3,5.000
153.4E-12,312.4E-3,5.000
153.5E-12,310.9E-3,5.000
153.6E-12,309.5E-3,5.000
153.7E-12,308.1E-3,5.000
153.8E-12,306.6E-3,5.000
153.9E-12,305.2E-3,5.000
154.0E-12,303.8E-3,5.000
154.1E-12,302.4E-3,5.000
154.2E-12,301.0E-3,5.000
154.3E-12,299.6E-3,5.000
154.4E-12,298.2E-3,5.000
154.5E-12,296.8E-3,5.000
154.6E-12,295.4E-3,5.000
154.7E-12,294.1E-3,5.000
154.8E-12,292.7E-3,5.000
154.9E-12,291.3E-3,5.000
155.0E-12,290.0E-3,5.000
155.1E-12,288.6E-3,5.000
155.2E-12,287.3E-3,5.000
155.3E-12,286.0E-3,5.000
155.4E-12,284.7E-3,5.000
155.5E-12,283.3E-3,5.000
155.6E-12,282.0E-3,5.000
155.7E-12,280.7E-3,5.000
155.8E-12,279.4E-3,5.000
155.9E-12,278.1E-3,5.000
156.0E-12,276.8E-3,5.000
156.1E-12,275.5E-3,5.000
156.2E-12,274.3E-3,5.000
156.3E-12,273.0E-3,5.000
156.4E-12,271.7E-3,5.000
156.5E-12,270.5E-3,5.000
156.6E-12,269.2E-3,5.000
156.7E-12,268.0E-3,5.000
156.8E-12,266.7E-3,5.000
156.9E-12,265.5E-3,5.000
157.0E-12,264.2E-3,5.000
157.1E-12,263.0E-3,5.000
157.2E-12,261.8E-3,5.000
157.3E-12,260.6E-3,5.000
157.4E-12,259.4E-3,5.000
157.5E-12,258.2E-3,5.000
157.6E-12,257.0E-3,5.000
157.7E-12,255.8E-3,5.000
157.8E-12,254.6E-3,5.000
157.9E-12,253.4E-3,5.000
158.0E-12,252.2E-3,5.000
158.1E-12,251.1E-3,5.000
158.2E-12,249.9E-3,5.000
158.3E-12,248.7E-3,5.000
158.4E-12,247.6E-3,5.000
158.5E-12,246.4E-3,5.000
158.6E-12,245.3E-3,5.000
158.7E-12,244.1E-3,5.000
158.8E-12,243.0E-3,5.000
158.9E-12,241.9E-3,5.000
159.0E-12,240.8E-3,5.000
159.1E-12,239.6E-3,5.000
159.2E-12,238.5E-3,5.000
159.3E-12,237.4E-3,5.000
159.4E-12,236.3E-3,5.000
159.5E-12,235.2E-3,5.000
159.6E-12,234.1E-3,5.000
159.7E-12,233.0E-3,5.000
159.8E-12,232.0E-3,5.000
159.9E-12,230.9E-3,5.000
160.0E-12,229.8E-3,5.000
160.1E-12,228.7E-3,5.000
160.2E-12,227.7E-3,5.000
160.3E-12,226.6E-3,5.000
160.4E-12,225.6E-3,5.000
160.5E-12,224.5E-3,5.000
160.6E-12,223.5E-3,5.000
160.7E-12,222.4E-3,5.000
160.8E-12,221.4E-3,5.000
160.9E-12,220.4E-3,5.000
161.0E-12,219.4E-3,5.000
161.1E-12,218.3E-3,5.000
161.2E-12,217.3E-3,5.000
161.3E-12,216.3E-3,5.000
161.4E-12,215.3E-3,5.000
161.5E-12,214.3E-3,5.000
161.6E-12,213.3E-3,5.000
161.7E-12,212.3E-3,5.000
161.8E-12,211.3E-3,5.000
161.9E-12,210.4E-3,5.000
162.0E-12,209.4E-3,5.000
162.1E-12,208.4E-3,5.000
162.2E-12,207.4E-3,5.000
162.3E-12,206.5E-3,5.000
162.4E-12,205.5E-3,5.000
162.5E-12,204.6E-3,5.000
162.6E-12,203.6E-3,5.000
162.7E-12,202.7E-3,5.000
162.8E-12,201.7E-3,5.000
162.9E-12,200.8E-3,5.000
163.0E-12,199.9E-3,5.000
163.1E-12,198.9E-3,5.000
163.2E-12,198.0E-3,5.000
163.3E-12,197.1E-3,5.000
163.4E-12,196.2E-3,5.000
163.5E-12,195.3E-3,5.000
163.6E-12,194.4E-3,5.000
163.7E-12,193.5E-3,5.000
163.8E-12,192.6E-3,5.000
163.9E-12,191.7E-3,5.000
164.0E-12,190.8E-3,5.000
164.1E-12,189.9E-3,5.000
164.2E-12,189.0E-3,5.000
164.3E-12,188.1E-3,5.000
164.4E-12,187.3E-3,5.000
164.5E-12,186.4E-3,5.000
164.6E-12,185.5E-3,5.000
164.7E-12,184.7E-3,5.000
164.8E-12,183.8E-3,5.000
164.9E-12,183.0E-3,5.000
165.0E-12,182.1E-3,5.000
165.1E-12,181.3E-3,5.000
165.2E-12,180.4E-3,5.000
165.3E-12,179.6E-3,5.000
165.4E-12,178.7E-3,5.000
165.5E-12,177.9E-3,5.000
165.6E-12,177.1E-3,5.000
165.7E-12,176.3E-3,5.000
165.8E-12,175.5E-3,5.000
165.9E-12,174.6E-3,5.000
166.0E-12,173.8E-3,5.000
166.1E-12,173.0E-3,5.000
166.2E-12,172.2E-3,5.000
166.3E-12,171.4E-3,5.000
166.4E-12,170.6E-3,5.000
166.5E-12,169.8E-3,5.000
166.6E-12,169.0E-3,5.000
166.7E-12,168.3E-3,5.000
166.8E-12,167.5E-3,5.000
166.9E-12,166.7E-3,5.000
167.0E-12,165.9E-3,5.000
167.1E-12,165.2E-3,5.000
167.2E-12,164.4E-3,5.000
167.3E-12,163.6E-3,5.000
167.4E-12,162.9E-3,5.000
167.5E-12,162.1E-3,5.000
167.6E-12,161.4E-3,5.000
167.7E-12,160.6E-3,5.000
167.8E-12,159.9E-3,5.000
167.9E-12,159.1E-3,5.000
168.0E-12,158.4E-3,5.000
168.1E-12,157.7E-3,5.000
168.2E-12,156.9E-3,5.000
168.3E-12,156.2E-3,5.000
168.4E-12,155.5E-3,5.000
168.5E-12,154.8E-3,5.000
168.6E-12,154.0E-3,5.000
168.7E-12,153.3E-3,5.000
168.8E-12,152.6E-3,5.000
168.9E-12,151.9E-3,5.000
169.0E-12,151.2E-3,5.000
169.1E-12,150.5E-3,5.000
169.2E-12,149.8E-3,5.000
169.3E-12,149.1E-3,5.000
169.4E-12,148.4E-3,5.000
169.5E-12,147.7E-3,5.000
169.6E-12,147.0E-3,5.000
169.7E-12,146.4E-3,5.000
169.8E-12,145.7E-3,5.000
169.9E-12,145.0E-3,5.000
170.0E-12,144.3E-3,5.000
170.1E-12,143.7E-3,5.000
170.2E-12,143.0E-3,5.000
170.3E-12,142.3E-3,5.000
170.4E-12,141.7E-3,5.000
170.5E-12,141.0E-3,5.000
170.6E-12,140.4E-3,5.000
170.7E-12,139.7E-3,5.000
170.8E-12,139.1E-3,5.000
170.9E-12,138.4E-3,5.000
171.0E-12,137.8E-3,5.000
171.1E-12,137.1E-3,5.000
171.2E-12,136.5E-3,5.000
171.3E-12,135.9E-3,5.000
171.4E-12,135.2E-3,5.000
171.5E-12,134.6E-3,5.000
171.6E-12,134.0E-3,5.000
171.7E-12,133.4E-3,5.000
171.8E-12,132.7E-3,5.000
171.9E-12,132.1E-3,5.000
172.0E-12,131.5E-3,5.000
172.1E-12,130.9E-3,5.000
172.2E-12,130.3E-3,5.000
172.3E-12,129.7E-3,5.000
172.4E-12,129.1E-3,5.000
172.5E-12,128.5E-3,5.000
172.6E-12,127.9E-3,5.000
172.7E-12,127.3E-3,5.000
172.8E-12,126.7E-3,5.000
172.9E-12,126.1E-3,5.000
173.0E-12,125.6E-3,5.000
173.1E-12,125.0E-3,5.000
173.2E-12,124.4E-3,5.000
