time (s),out (V),in (V)
2.990E-9,16.80E-9,5.000
2.990E-9,16.80E-9,5.000
2.990E-9,16.80E-9,5.000
2.990E-9,16.80E-9,5.000
2.990E-9,16.80E-9,5.000
2.991E-9,16.80E-9,5.000
2.991E-9,16.80E-9,5.000
2.991E-9,16.80E-9,5.000
2.991E-9,16.80E-9,5.000
2.991E-9,16.80E-9,5.000
2.991E-9,16.80E-9,5.000
2.991E-9,16.80E-9,5.000
2.991E-9,16.80E-9,5.000
2.991E-9,16.80E-9,5.000
2.991E-9,16.80E-9,5.000
2.992E-9,16.80E-9,5.000
2.992E-9,16.80E-9,5.000
2.992E-9,16.80E-9,5.000
2.992E-9,16.80E-9,5.000
2.992E-9,16.80E-9,5.000
2.992E-9,16.80E-9,5.000
2.992E-9,16.80E-9,5.000
2.992E-9,16.80E-9,5.000
2.992E-9,16.80E-9,5.000
2.992E-9,16.80E-9,5.000
2.993E-9,16.80E-9,5.000
2.993E-9,16.80E-9,5.000
2.993E-9,16.80E-9,5.000
2.993E-9,16.80E-9,5.000
2.993E-9,16.80E-9,5.000
2.993E-9,16.80E-9,5.000
2.993E-9,16.80E-9,5.000
2.993E-9,16.80E-9,5.000
2.993E-9,16.80E-9,5.000
2.993E-9,16.80E-9,5.000
2.994E-9,16.80E-9,5.000
2.994E-9,16.80E-9,5.000
2.994E-9,16.80E-9,5.000
2.994E-9,16.80E-9,5.000
2.994E-9,16.80E-9,5.000
2.994E-9,16.80E-9,5.000
2.994E-9,16.80E-9,5.000
2.994E-9,16.80E-9,5.000
2.994E-9,16.80E-9,5.000
2.994E-9,16.80E-9,5.000
2.995E-9,16.80E-9,5.000
2.995E-9,16.80E-9,5.000
2.995E-9,16.80E-9,5.000
2.995E-9,16.80E-9,5.000
2.995E-9,16.80E-9,5.000
2.995E-9,16.80E-9,5.000
2.995E-9,16.80E-9,5.000
2.995E-9,16.80E-9,5.000
2.995E-9,16.80E-9,5.000
2.995E-9,16.80E-9,5.000
2.996E-9,16.80E-9,5.000
2.996E-9,16.80E-9,5.000
2.996E-9,16.80E-9,5.000
2.996E-9,16.80E-9,5.000
2.996E-9,16.80E-9,5.000
2.996E-9,16.80E-9,5.000
2.996E-9,16.80E-9,5.000
2.996E-9,16.80E-9,5.000
2.996E-9,16.80E-9,5.000
2.996E-9,16.80E-9,5.000
2.997E-9,16.80E-9,5.000
2.997E-9,16.80E-9,5.000
2.997E-9,16.80E-9,5.000
2.997E-9,16.80E-9,5.000
2.997E-9,16.80E-9,5.000
2.997E-9,16.80E-9,5.000
2.997E-9,16.80E-9,5.000
2.997E-9,16.80E-9,5.000
2.997E-9,16.80E-9,5.000
2.997E-9,16.80E-9,5.000
2.998E-9,16.80E-9,5.000
2.998E-9,16.80E-9,5.000
2.998E-9,16.80E-9,5.000
2.998E-9,16.80E-9,5.000
2.998E-9,16.80E-9,5.000
2.998E-9,16.80E-9,5.000
2.998E-9,16.80E-9,5.000
2.998E-9,16.80E-9,5.000
2.998E-9,16.80E-9,5.000
2.998E-9,16.80E-9,5.000
2.999E-9,16.80E-9,5.000
2.999E-9,16.80E-9,5.000
2.999E-9,16.80E-9,5.000
2.999E-9,16.80E-9,5.000
2.999E-9,16.80E-9,5.000
2.999E-9,16.80E-9,5.000
2.999E-9,16.80E-9,5.000
2.999E-9,16.80E-9,5.000
2.999E-9,16.80E-9,5.000
2.999E-9,16.80E-9,5.000
3.000E-9,16.80E-9,5.000
3.000E-9,16.80E-9,5.000
3.000E-9,16.80E-9,5.000
3.000E-9,16.80E-9,5.000
3.000E-9,16.80E-9,5.000
3.000E-9,16.80E-9,5.000
3.000E-9,16.80E-9,5.000
3.000E-9,16.80E-9,5.000
3.000E-9,16.80E-9,5.000
3.000E-9,16.80E-9,5.000
3.001E-9,16.80E-9,5.000
3.001E-9,16.80E-9,5.000
3.001E-9,16.80E-9,5.000
3.001E-9,16.80E-9,5.000
3.001E-9,16.80E-9,5.000
3.001E-9,16.80E-9,5.000
3.001E-9,16.80E-9,5.000
3.001E-9,16.80E-9,5.000
3.001E-9,16.80E-9,5.000
3.001E-9,16.80E-9,5.000
3.002E-9,16.80E-9,5.000
3.002E-9,16.80E-9,5.000
3.002E-9,16.80E-9,5.000
3.002E-9,16.80E-9,5.000
3.002E-9,16.80E-9,5.000
3.002E-9,16.80E-9,5.000
3.002E-9,16.80E-9,5.000
3.002E-9,16.80E-9,5.000
3.002E-9,16.80E-9,5.000
3.002E-9,16.80E-9,5.000
3.003E-9,16.80E-9,5.000
3.003E-9,16.80E-9,5.000
3.003E-9,16.80E-9,5.000
3.003E-9,16.80E-9,5.000
3.003E-9,16.80E-9,5.000
3.003E-9,16.80E-9,5.000
3.003E-9,16.80E-9,5.000
3.003E-9,16.80E-9,5.000
3.003E-9,16.80E-9,5.000
3.003E-9,16.80E-9,5.000
3.004E-9,16.80E-9,5.000
3.004E-9,16.80E-9,5.000
3.004E-9,16.80E-9,5.000
3.004E-9,16.80E-9,5.000
3.004E-9,16.80E-9,5.000
3.004E-9,16.80E-9,5.000
3.004E-9,16.80E-9,5.000
3.004E-9,16.80E-9,5.000
3.004E-9,16.80E-9,5.000
3.004E-9,16.80E-9,5.000
3.005E-9,16.80E-9,5.000
3.005E-9,16.80E-9,5.000
3.005E-9,16.80E-9,5.000
3.005E-9,16.80E-9,5.000
3.005E-9,16.80E-9,5.000
3.005E-9,16.80E-9,5.000
3.005E-9,16.80E-9,5.000
3.005E-9,16.80E-9,5.000
3.005E-9,16.80E-9,5.000
3.005E-9,16.80E-9,5.000
3.006E-9,16.80E-9,5.000
3.006E-9,16.80E-9,5.000
3.006E-9,16.80E-9,5.000
3.006E-9,16.80E-9,5.000
3.006E-9,16.80E-9,5.000
3.006E-9,16.80E-9,5.000
3.006E-9,16.80E-9,5.000
3.006E-9,16.80E-9,5.000
3.006E-9,16.80E-9,5.000
3.006E-9,16.80E-9,5.000
3.007E-9,16.80E-9,5.000
3.007E-9,16.80E-9,5.000
3.007E-9,16.80E-9,5.000
3.007E-9,16.80E-9,5.000
3.007E-9,16.80E-9,5.000
3.007E-9,16.80E-9,5.000
3.007E-9,16.80E-9,5.000
3.007E-9,16.80E-9,5.000
3.007E-9,16.80E-9,5.000
3.007E-9,16.80E-9,5.000
3.008E-9,16.80E-9,5.000
3.008E-9,16.80E-9,5.000
3.008E-9,16.80E-9,5.000
3.008E-9,16.80E-9,5.000
3.008E-9,16.80E-9,5.000
3.008E-9,16.80E-9,5.000
3.008E-9,16.80E-9,5.000
3.008E-9,16.80E-9,5.000
3.008E-9,16.80E-9,5.000
3.008E-9,16.80E-9,5.000
3.009E-9,16.80E-9,5.000
3.009E-9,16.80E-9,5.000
3.009E-9,16.80E-9,5.000
3.009E-9,16.80E-9,5.000
3.009E-9,16.80E-9,5.000
3.009E-9,16.80E-9,5.000
3.009E-9,16.80E-9,5.000
3.009E-9,16.80E-9,5.000
3.009E-9,16.80E-9,5.000
3.009E-9,16.80E-9,5.000
3.010E-9,16.80E-9,5.000
3.010E-9,16.80E-9,5.000
3.010E-9,16.80E-9,5.000
3.010E-9,16.80E-9,5.000
3.010E-9,16.80E-9,5.000
3.010E-9,16.80E-9,5.000
3.010E-9,16.80E-9,5.000
3.010E-9,16.80E-9,5.000
3.010E-9,16.80E-9,5.000
3.010E-9,16.80E-9,5.000
3.011E-9,16.80E-9,5.000
3.011E-9,16.80E-9,5.000
3.011E-9,16.80E-9,5.000
3.011E-9,16.80E-9,5.000
3.011E-9,16.80E-9,5.000
3.011E-9,16.80E-9,5.000
3.011E-9,16.80E-9,5.000
3.011E-9,16.80E-9,5.000
3.011E-9,16.80E-9,5.000
3.011E-9,16.80E-9,5.000
3.012E-9,16.80E-9,5.000
3.012E-9,16.80E-9,5.000
3.012E-9,16.80E-9,5.000
3.012E-9,16.80E-9,5.000
3.012E-9,16.80E-9,5.000
3.012E-9,16.80E-9,5.000
3.012E-9,16.80E-9,5.000
3.012E-9,16.80E-9,5.000
3.012E-9,16.80E-9,5.000
3.012E-9,16.80E-9,5.000
3.013E-9,16.80E-9,5.000
3.013E-9,16.80E-9,5.000
3.013E-9,16.80E-9,5.000
3.013E-9,16.80E-9,5.000
3.013E-9,16.80E-9,5.000
3.013E-9,16.80E-9,5.000
3.013E-9,16.80E-9,5.000
3.013E-9,16.80E-9,5.000
3.013E-9,16.80E-9,5.000
3.013E-9,16.80E-9,5.000
3.014E-9,16.80E-9,5.000
3.014E-9,16.80E-9,5.000
3.014E-9,16.80E-9,5.000
3.014E-9,16.80E-9,5.000
3.014E-9,16.80E-9,5.000
3.014E-9,16.80E-9,5.000
3.014E-9,16.80E-9,5.000
3.014E-9,16.80E-9,5.000
3.014E-9,16.80E-9,5.000
3.014E-9,16.80E-9,5.000
3.015E-9,16.80E-9,5.000
3.015E-9,16.80E-9,5.000
3.015E-9,16.80E-9,5.000
3.015E-9,16.80E-9,5.000
3.015E-9,16.80E-9,5.000
3.015E-9,16.80E-9,5.000
3.015E-9,16.80E-9,5.000
3.015E-9,16.80E-9,5.000
3.015E-9,16.80E-9,5.000
3.015E-9,16.80E-9,5.000
3.016E-9,16.80E-9,5.000
3.016E-9,16.80E-9,5.000
3.016E-9,16.80E-9,5.000
3.016E-9,16.80E-9,5.000
3.016E-9,16.80E-9,5.000
3.016E-9,16.80E-9,5.000
3.016E-9,16.80E-9,5.000
3.016E-9,16.80E-9,5.000
3.016E-9,16.80E-9,5.000
3.016E-9,16.80E-9,5.000
3.017E-9,16.80E-9,5.000
3.017E-9,16.80E-9,5.000
3.017E-9,16.80E-9,5.000
3.017E-9,16.80E-9,5.000
3.017E-9,16.80E-9,5.000
3.017E-9,16.80E-9,5.000
3.017E-9,16.80E-9,5.000
3.017E-9,16.80E-9,5.000
3.017E-9,16.80E-9,5.000
3.017E-9,16.80E-9,5.000
3.018E-9,16.80E-9,5.000
3.018E-9,16.80E-9,5.000
3.018E-9,16.80E-9,5.000
3.018E-9,16.80E-9,5.000
3.018E-9,16.80E-9,5.000
3.018E-9,16.80E-9,5.000
3.018E-9,16.80E-9,5.000
3.018E-9,16.80E-9,5.000
3.018E-9,16.80E-9,5.000
3.018E-9,16.80E-9,5.000
3.019E-9,16.80E-9,5.000
3.019E-9,16.80E-9,5.000
3.019E-9,16.80E-9,5.000
3.019E-9,16.80E-9,5.000
3.019E-9,16.80E-9,5.000
3.019E-9,16.80E-9,5.000
3.019E-9,16.80E-9,5.000
3.019E-9,16.80E-9,5.000
3.019E-9,16.80E-9,5.000
3.019E-9,16.80E-9,5.000
3.020E-9,16.80E-9,5.000
3.020E-9,16.80E-9,5.000
3.020E-9,16.80E-9,5.000
3.020E-9,16.80E-9,5.000
3.020E-9,16.80E-9,5.000
3.020E-9,16.80E-9,5.000
3.020E-9,16.80E-9,5.000
3.020E-9,16.80E-9,5.000
3.020E-9,16.80E-9,5.000
3.020E-9,16.80E-9,5.000
3.021E-9,16.80E-9,5.000
3.021E-9,16.80E-9,5.000
3.021E-9,16.80E-9,5.000
3.021E-9,16.80E-9,5.000
3.021E-9,16.80E-9,5.000
3.021E-9,16.80E-9,5.000
3.021E-9,16.80E-9,5.000
3.021E-9,16.80E-9,5.000
3.021E-9,16.80E-9,5.000
3.021E-9,16.80E-9,5.000
3.022E-9,16.80E-9,5.000
3.022E-9,16.80E-9,5.000
3.022E-9,16.80E-9,5.000
3.022E-9,16.80E-9,5.000
3.022E-9,16.80E-9,5.000
3.022E-9,16.80E-9,5.000
3.022E-9,16.80E-9,5.000
3.022E-9,16.80E-9,5.000
3.022E-9,16.80E-9,5.000
3.022E-9,16.80E-9,5.000
3.023E-9,16.80E-9,5.000
3.023E-9,16.80E-9,5.000
3.023E-9,16.80E-9,5.000
3.023E-9,16.80E-9,5.000
3.023E-9,16.80E-9,5.000
3.023E-9,16.80E-9,5.000
3.023E-9,16.80E-9,5.000
3.023E-9,16.80E-9,5.000
3.023E-9,16.80E-9,5.000
3.023E-9,16.80E-9,5.000
3.024E-9,16.80E-9,5.000
3.024E-9,16.80E-9,5.000
3.024E-9,16.80E-9,5.000
3.024E-9,16.80E-9,5.000
3.024E-9,16.80E-9,5.000
3.024E-9,16.80E-9,5.000
3.024E-9,16.80E-9,5.000
3.024E-9,16.80E-9,5.000
3.024E-9,16.80E-9,5.000
3.024E-9,16.80E-9,5.000
3.025E-9,16.80E-9,5.000
3.025E-9,16.80E-9,5.000
3.025E-9,16.80E-9,5.000
3.025E-9,16.80E-9,5.000
3.025E-9,16.80E-9,5.000
3.025E-9,16.80E-9,5.000
3.025E-9,16.80E-9,5.000
3.025E-9,16.80E-9,5.000
3.025E-9,16.80E-9,5.000
3.025E-9,16.80E-9,5.000
3.026E-9,16.80E-9,5.000
3.026E-9,16.80E-9,5.000
3.026E-9,16.80E-9,5.000
3.026E-9,16.80E-9,5.000
3.026E-9,16.80E-9,5.000
3.026E-9,16.80E-9,5.000
3.026E-9,16.80E-9,5.000
3.026E-9,16.80E-9,5.000
3.026E-9,16.80E-9,5.000
3.026E-9,16.80E-9,5.000
3.027E-9,16.80E-9,5.000
3.027E-9,16.80E-9,5.000
3.027E-9,16.80E-9,5.000
3.027E-9,16.80E-9,5.000
3.027E-9,16.80E-9,5.000
3.027E-9,16.80E-9,5.000
3.027E-9,16.80E-9,5.000
3.027E-9,16.80E-9,5.000
3.027E-9,16.80E-9,5.000
3.027E-9,16.80E-9,5.000
3.028E-9,16.80E-9,5.000
3.028E-9,16.80E-9,5.000
3.028E-9,16.80E-9,5.000
3.028E-9,16.80E-9,5.000
3.028E-9,16.80E-9,5.000
3.028E-9,16.80E-9,5.000
3.028E-9,16.80E-9,5.000
3.028E-9,16.80E-9,5.000
3.028E-9,16.80E-9,5.000
3.028E-9,16.80E-9,5.000
3.029E-9,16.80E-9,5.000
3.029E-9,16.80E-9,5.000
3.029E-9,16.80E-9,5.000
3.029E-9,16.80E-9,5.000
3.029E-9,16.80E-9,5.000
3.029E-9,16.80E-9,5.000
3.029E-9,16.80E-9,5.000
3.029E-9,16.80E-9,5.000
3.029E-9,16.80E-9,5.000
3.029E-9,16.80E-9,5.000
3.030E-9,16.80E-9,5.000
3.030E-9,16.80E-9,5.000
3.030E-9,16.80E-9,5.000
3.030E-9,16.80E-9,5.000
3.030E-9,16.80E-9,5.000
3.030E-9,16.80E-9,5.000
3.030E-9,16.80E-9,5.000
3.030E-9,16.80E-9,5.000
3.030E-9,16.80E-9,5.000
3.030E-9,16.80E-9,5.000
3.031E-9,16.80E-9,5.000
3.031E-9,16.80E-9,5.000
3.031E-9,16.80E-9,5.000
3.031E-9,16.80E-9,5.000
3.031E-9,16.80E-9,5.000
3.031E-9,16.80E-9,5.000
3.031E-9,16.80E-9,5.000
3.031E-9,16.80E-9,5.000
3.031E-9,16.80E-9,5.000
3.031E-9,16.80E-9,5.000
3.032E-9,16.80E-9,5.000
3.032E-9,16.80E-9,5.000
3.032E-9,16.80E-9,5.000
3.032E-9,16.80E-9,5.000
3.032E-9,16.80E-9,5.000
3.032E-9,16.80E-9,5.000
3.032E-9,16.80E-9,5.000
3.032E-9,16.80E-9,5.000
3.032E-9,16.80E-9,5.000
3.032E-9,16.80E-9,5.000
3.033E-9,16.80E-9,5.000
3.033E-9,16.80E-9,5.000
3.033E-9,16.80E-9,5.000
3.033E-9,16.80E-9,5.000
3.033E-9,16.80E-9,5.000
3.033E-9,16.80E-9,5.000
3.033E-9,16.80E-9,5.000
3.033E-9,16.80E-9,5.000
3.033E-9,16.80E-9,5.000
3.033E-9,16.80E-9,5.000
3.034E-9,16.80E-9,5.000
3.034E-9,16.80E-9,5.000
3.034E-9,16.80E-9,5.000
3.034E-9,16.80E-9,5.000
3.034E-9,16.80E-9,5.000
3.034E-9,16.80E-9,5.000
3.034E-9,16.80E-9,5.000
3.034E-9,16.80E-9,5.000
3.034E-9,16.80E-9,5.000
3.034E-9,16.80E-9,5.000
3.035E-9,16.80E-9,5.000
3.035E-9,16.80E-9,5.000
3.035E-9,16.80E-9,5.000
3.035E-9,16.80E-9,5.000
3.035E-9,16.80E-9,5.000
3.035E-9,16.80E-9,5.000
3.035E-9,16.80E-9,5.000
3.035E-9,16.80E-9,5.000
3.035E-9,16.80E-9,5.000
3.035E-9,16.80E-9,5.000
3.036E-9,16.80E-9,5.000
3.036E-9,16.80E-9,5.000
3.036E-9,16.80E-9,5.000
3.036E-9,16.80E-9,5.000
3.036E-9,16.80E-9,5.000
3.036E-9,16.80E-9,5.000
3.036E-9,16.80E-9,5.000
3.036E-9,16.80E-9,5.000
3.036E-9,16.80E-9,5.000
3.036E-9,16.80E-9,5.000
3.037E-9,16.80E-9,5.000
3.037E-9,16.80E-9,5.000
3.037E-9,16.80E-9,5.000
3.037E-9,16.80E-9,5.000
3.037E-9,16.80E-9,5.000
3.037E-9,16.80E-9,5.000
3.037E-9,16.80E-9,5.000
3.037E-9,16.80E-9,5.000
3.037E-9,16.80E-9,5.000
3.037E-9,16.80E-9,5.000
3.038E-9,16.80E-9,5.000
3.038E-9,16.80E-9,5.000
3.038E-9,16.80E-9,5.000
3.038E-9,16.80E-9,5.000
3.038E-9,16.80E-9,5.000
3.038E-9,16.80E-9,5.000
3.038E-9,16.80E-9,5.000
3.038E-9,16.80E-9,5.000
3.038E-9,16.80E-9,5.000
3.038E-9,16.80E-9,5.000
3.039E-9,16.80E-9,5.000
3.039E-9,16.80E-9,5.000
3.039E-9,16.80E-9,5.000
3.039E-9,16.80E-9,5.000
3.039E-9,16.80E-9,5.000
3.039E-9,16.80E-9,5.000
3.039E-9,16.80E-9,5.000
3.039E-9,16.80E-9,5.000
3.039E-9,16.80E-9,5.000
3.039E-9,16.80E-9,5.000
3.040E-9,16.80E-9,5.000
3.040E-9,16.80E-9,5.000
3.040E-9,16.80E-9,5.000
3.040E-9,16.80E-9,5.000
3.040E-9,16.80E-9,5.000
3.040E-9,16.80E-9,5.000
3.040E-9,16.80E-9,5.000
3.040E-9,16.80E-9,5.000
3.040E-9,16.80E-9,5.000
3.040E-9,16.80E-9,5.000
3.041E-9,16.80E-9,5.000
3.041E-9,16.80E-9,5.000
3.041E-9,16.80E-9,5.000
3.041E-9,16.80E-9,5.000
3.041E-9,16.80E-9,5.000
3.041E-9,16.80E-9,5.000
3.041E-9,16.80E-9,5.000
3.041E-9,16.80E-9,5.000
3.041E-9,16.80E-9,5.000
3.041E-9,16.80E-9,5.000
3.042E-9,16.80E-9,5.000
3.042E-9,16.80E-9,5.000
3.042E-9,16.80E-9,5.000
3.042E-9,16.80E-9,5.000
3.042E-9,16.80E-9,5.000
3.042E-9,16.80E-9,5.000
3.042E-9,16.80E-9,5.000
3.042E-9,16.80E-9,5.000
3.042E-9,16.80E-9,5.000
3.042E-9,16.80E-9,5.000
3.043E-9,16.80E-9,5.000
3.043E-9,16.80E-9,5.000
3.043E-9,16.80E-9,5.000
3.043E-9,16.80E-9,5.000
3.043E-9,16.80E-9,5.000
3.043E-9,16.80E-9,5.000
3.043E-9,16.80E-9,5.000
3.043E-9,16.80E-9,5.000
3.043E-9,16.80E-9,5.000
3.043E-9,16.80E-9,5.000
3.044E-9,16.80E-9,5.000
3.044E-9,16.80E-9,5.000
3.044E-9,16.80E-9,5.000
3.044E-9,16.80E-9,5.000
3.044E-9,16.80E-9,5.000
3.044E-9,16.80E-9,5.000
3.044E-9,16.80E-9,5.000
3.044E-9,16.80E-9,5.000
3.044E-9,16.80E-9,5.000
3.044E-9,16.80E-9,5.000
3.045E-9,16.80E-9,5.000
3.045E-9,16.80E-9,5.000
3.045E-9,16.80E-9,5.000
3.045E-9,16.80E-9,5.000
3.045E-9,16.80E-9,5.000
3.045E-9,16.80E-9,5.000
3.045E-9,16.80E-9,5.000
3.045E-9,16.80E-9,5.000
3.045E-9,16.80E-9,5.000
3.045E-9,16.80E-9,5.000
3.046E-9,16.80E-9,5.000
3.046E-9,16.80E-9,5.000
3.046E-9,16.80E-9,5.000
3.046E-9,16.80E-9,5.000
3.046E-9,16.80E-9,5.000
3.046E-9,16.80E-9,5.000
3.046E-9,16.80E-9,5.000
3.046E-9,16.80E-9,5.000
3.046E-9,16.80E-9,5.000
3.046E-9,16.80E-9,5.000
3.047E-9,16.80E-9,5.000
3.047E-9,16.80E-9,5.000
3.047E-9,16.80E-9,5.000
3.047E-9,16.80E-9,5.000
3.047E-9,16.80E-9,5.000
3.047E-9,16.80E-9,5.000
3.047E-9,16.80E-9,5.000
3.047E-9,16.80E-9,5.000
3.047E-9,16.80E-9,5.000
3.047E-9,16.80E-9,5.000
3.048E-9,16.80E-9,5.000
3.048E-9,16.80E-9,5.000
3.048E-9,16.80E-9,5.000
3.048E-9,16.80E-9,5.000
3.048E-9,16.80E-9,5.000
3.048E-9,16.80E-9,5.000
3.048E-9,16.80E-9,5.000
3.048E-9,16.80E-9,5.000
3.048E-9,16.80E-9,5.000
3.048E-9,16.80E-9,5.000
3.049E-9,16.80E-9,5.000
3.049E-9,16.80E-9,5.000
3.049E-9,16.80E-9,5.000
3.049E-9,16.80E-9,5.000
3.049E-9,16.80E-9,5.000
3.049E-9,16.80E-9,5.000
3.049E-9,16.80E-9,5.000
3.049E-9,16.80E-9,5.000
3.049E-9,16.80E-9,5.000
3.049E-9,16.80E-9,5.000
3.050E-9,16.80E-9,5.000
3.050E-9,16.80E-9,5.000
3.050E-9,16.80E-9,5.000
3.050E-9,16.80E-9,5.000
3.050E-9,16.80E-9,5.000
3.050E-9,16.80E-9,5.000
3.050E-9,16.80E-9,5.000
3.050E-9,16.80E-9,5.000
3.050E-9,16.80E-9,5.000
3.050E-9,16.80E-9,5.000
3.051E-9,16.80E-9,5.000
3.051E-9,16.80E-9,5.000
3.051E-9,16.80E-9,5.000
3.051E-9,16.80E-9,5.000
3.051E-9,16.80E-9,5.000
3.051E-9,16.80E-9,5.000
3.051E-9,16.80E-9,5.000
3.051E-9,16.80E-9,5.000
3.051E-9,16.80E-9,5.000
3.051E-9,16.80E-9,5.000
3.052E-9,16.80E-9,5.000
3.052E-9,16.80E-9,5.000
3.052E-9,16.80E-9,5.000
3.052E-9,16.80E-9,5.000
3.052E-9,16.80E-9,5.000
3.052E-9,16.80E-9,5.000
3.052E-9,16.80E-9,5.000
3.052E-9,16.80E-9,5.000
3.052E-9,16.80E-9,5.000
3.052E-9,16.80E-9,5.000
3.053E-9,16.80E-9,5.000
3.053E-9,16.80E-9,5.000
3.053E-9,16.80E-9,5.000
3.053E-9,16.80E-9,5.000
3.053E-9,16.80E-9,5.000
3.053E-9,16.80E-9,5.000
3.053E-9,16.80E-9,5.000
3.053E-9,16.80E-9,5.000
3.053E-9,16.80E-9,5.000
3.053E-9,16.80E-9,5.000
3.054E-9,16.80E-9,5.000
3.054E-9,16.80E-9,5.000
3.054E-9,16.80E-9,5.000
3.054E-9,16.80E-9,5.000
3.054E-9,16.80E-9,5.000
3.054E-9,16.80E-9,5.000
3.054E-9,16.80E-9,5.000
3.054E-9,16.80E-9,5.000
3.054E-9,16.80E-9,5.000
3.054E-9,16.80E-9,5.000
3.055E-9,16.80E-9,5.000
3.055E-9,16.80E-9,5.000
3.055E-9,16.80E-9,5.000
3.055E-9,16.80E-9,5.000
3.055E-9,16.80E-9,5.000
3.055E-9,16.80E-9,5.000
3.055E-9,16.80E-9,5.000
3.055E-9,16.80E-9,5.000
3.055E-9,16.80E-9,5.000
3.055E-9,16.80E-9,5.000
3.056E-9,16.80E-9,5.000
3.056E-9,16.80E-9,5.000
3.056E-9,16.80E-9,5.000
3.056E-9,16.80E-9,5.000
3.056E-9,16.80E-9,5.000
3.056E-9,16.80E-9,5.000
3.056E-9,16.80E-9,5.000
3.056E-9,16.80E-9,5.000
3.056E-9,16.80E-9,5.000
3.056E-9,16.80E-9,5.000
3.057E-9,16.80E-9,5.000
3.057E-9,16.80E-9,5.000
3.057E-9,16.80E-9,5.000
3.057E-9,16.80E-9,5.000
3.057E-9,16.80E-9,5.000
3.057E-9,16.80E-9,5.000
3.057E-9,16.80E-9,5.000
3.057E-9,16.80E-9,5.000
3.057E-9,16.80E-9,5.000
3.057E-9,16.80E-9,5.000
3.058E-9,16.80E-9,5.000
3.058E-9,16.80E-9,5.000
3.058E-9,16.80E-9,5.000
3.058E-9,16.80E-9,5.000
3.058E-9,16.80E-9,5.000
3.058E-9,16.80E-9,5.000
3.058E-9,16.80E-9,5.000
3.058E-9,16.80E-9,5.000
3.058E-9,16.80E-9,5.000
3.058E-9,16.80E-9,5.000
3.059E-9,16.80E-9,5.000
3.059E-9,16.80E-9,5.000
3.059E-9,16.80E-9,5.000
3.059E-9,16.80E-9,5.000
3.059E-9,16.80E-9,5.000
3.059E-9,16.80E-9,5.000
3.059E-9,16.80E-9,5.000
3.059E-9,16.80E-9,5.000
3.059E-9,16.80E-9,5.000
3.059E-9,16.80E-9,5.000
3.060E-9,16.80E-9,5.000
3.060E-9,16.80E-9,5.000
3.060E-9,16.80E-9,5.000
3.060E-9,16.80E-9,5.000
3.060E-9,16.80E-9,5.000
3.060E-9,16.80E-9,5.000
3.060E-9,16.80E-9,5.000
3.060E-9,16.80E-9,5.000
3.060E-9,16.80E-9,5.000
3.060E-9,16.80E-9,5.000
3.061E-9,16.80E-9,5.000
3.061E-9,16.80E-9,5.000
3.061E-9,16.80E-9,5.000
3.061E-9,16.80E-9,5.000
3.061E-9,16.80E-9,5.000
3.061E-9,16.80E-9,5.000
3.061E-9,16.80E-9,5.000
3.061E-9,16.80E-9,5.000
3.061E-9,16.80E-9,5.000
3.061E-9,16.80E-9,5.000
3.062E-9,16.80E-9,5.000
3.062E-9,16.80E-9,5.000
3.062E-9,16.80E-9,5.000
3.062E-9,16.80E-9,5.000
3.062E-9,16.80E-9,5.000
3.062E-9,16.80E-9,5.000
3.062E-9,16.80E-9,5.000
3.062E-9,16.80E-9,5.000
3.062E-9,16.80E-9,5.000
3.062E-9,16.80E-9,5.000
3.063E-9,16.80E-9,5.000
3.063E-9,16.80E-9,5.000
3.063E-9,16.80E-9,5.000
3.063E-9,16.80E-9,5.000
3.063E-9,16.80E-9,5.000
3.063E-9,16.80E-9,5.000
3.063E-9,16.80E-9,5.000
3.063E-9,16.80E-9,5.000
3.063E-9,16.80E-9,5.000
3.063E-9,16.80E-9,5.000
3.064E-9,16.80E-9,5.000
3.064E-9,16.80E-9,5.000
3.064E-9,16.80E-9,5.000
3.064E-9,16.80E-9,5.000
3.064E-9,16.80E-9,5.000
3.064E-9,16.80E-9,5.000
3.064E-9,16.80E-9,5.000
3.064E-9,16.80E-9,5.000
3.064E-9,16.80E-9,5.000
3.064E-9,16.80E-9,5.000
3.065E-9,16.80E-9,5.000
3.065E-9,16.80E-9,5.000
3.065E-9,16.80E-9,5.000
3.065E-9,16.80E-9,5.000
3.065E-9,16.80E-9,5.000
3.065E-9,16.80E-9,5.000
3.065E-9,16.80E-9,5.000
3.065E-9,16.80E-9,5.000
3.065E-9,16.80E-9,5.000
3.065E-9,16.80E-9,5.000
3.066E-9,16.80E-9,5.000
3.066E-9,16.80E-9,5.000
3.066E-9,16.80E-9,5.000
3.066E-9,16.80E-9,5.000
3.066E-9,16.80E-9,5.000
3.066E-9,16.80E-9,5.000
3.066E-9,16.80E-9,5.000
3.066E-9,16.80E-9,5.000
3.066E-9,16.80E-9,5.000
3.066E-9,16.80E-9,5.000
3.067E-9,16.80E-9,5.000
3.067E-9,16.80E-9,5.000
3.067E-9,16.80E-9,5.000
3.067E-9,16.80E-9,5.000
3.067E-9,16.80E-9,5.000
3.067E-9,16.80E-9,5.000
3.067E-9,16.80E-9,5.000
3.067E-9,16.80E-9,5.000
3.067E-9,16.80E-9,5.000
3.067E-9,16.80E-9,5.000
3.068E-9,16.80E-9,5.000
3.068E-9,16.80E-9,5.000
